batch_id,clickup_list_id,shipment_index,shipment_key,task_id,task_url,task_name,received_at,from_email,to_email,subject,shipper_name,shipper_email,customer_name,origin,pol,mother_pol,port_of_discharge,booking_number,number_of_containers,container_type,container_numbers,cargo_description,cargo_ready_date,etd,eta,initial_estatus_db,mode,error
ONE-EMAIL-SEED-20260429080000,901712832326,73,ONE-TT-0073,,,"EMAIL | ONE-TT-0073 | ONEYTT26000073 | Ningbo, China",2026-04-29T08:36:00-06:00,logistics@sunrise-machinery.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000073 - 3x 40 DRY from Ningbo, China","Qingdao Sunrise Machinery Co., Ltd.",logistics@sunrise-machinery.cn,Sandbox Customer Guatemala,"Ningbo, China factory zone","Ningbo, China",NINGBO,"MANZANILLO, MEXICO",ONEYTT26000073,3,40 DRY,ONEU2600736; ONEU2610734; ONEU2620732,"Auto spare parts, non-hazardous",2026-05-04T09:00:00-06:00,2026-05-05T18:00:00-06:00,2026-05-30T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,74,ONE-TT-0074,,,"EMAIL | ONE-TT-0074 | ONEYTT26000074 | Shekou, China",2026-04-29T08:36:30-06:00,docs@blueocean-ceramics.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000074 - 4x 40 DRY from Shekou, China",Xiamen Blue Ocean Ceramics Ltd.,docs@blueocean-ceramics.cn,Sandbox Customer Mexico,"Shekou, China factory zone","Shekou, China",SHEKOU,PUERTO QUETZAL,ONEYTT26000074,4,40 DRY,ONEU2600741; ONEU2610740; ONEU2620748; ONEU2630746,Household goods and retail fixtures,2026-05-05T09:00:00-06:00,2026-05-06T18:00:00-06:00,2026-06-01T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,75,ONE-TT-0075,,,"EMAIL | ONE-TT-0075 | ONEYTT26000075 | Yantian, China",2026-04-29T08:37:00-06:00,export.ops@yantian-electronics.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000075 - 5x 40 DRY from Yantian, China","Yantian Global Electronics Co., Ltd.",export.ops@yantian-electronics.cn,Sandbox Customer El Salvador,"Yantian, China factory zone","Yantian, China",YANTIAN,"VERACRUZ, MEXICO",ONEYTT26000075,5,40 DRY,ONEU2600757; ONEU2610755; ONEU2620753; ONEU2630751; ONEU2640750,Ceramic tiles and sanitary ware,2026-05-06T09:00:00-06:00,2026-05-07T18:00:00-06:00,2026-06-03T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,76,ONE-TT-0076,,,"EMAIL | ONE-TT-0076 | ONEYTT26000076 | Qingdao, China",2026-04-29T08:37:30-06:00,salesops@meridian-foshan.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000076 - 1x 40 DRY from Qingdao, China",Foshan Meridian Furniture Manufacturing,salesops@meridian-foshan.cn,Sandbox Automotive Imports,"Qingdao, China factory zone","Qingdao, China",QINGDAO,PUERTO SANTO TOMÁS DE CASTILLA,ONEYTT26000076,1,40 DRY,ONEU2600762,LED lighting components,2026-05-07T09:00:00-06:00,2026-05-08T18:00:00-06:00,2026-06-05T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,77,ONE-TT-0077,,,"EMAIL | ONE-TT-0077 | ONEYTT26000077 | Xiamen, China",2026-04-29T08:38:00-06:00,shipment@pearl-lighting.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000077 - 2x 40 DRY from Xiamen, China",Guangzhou Pearl Lighting Factory,shipment@pearl-lighting.cn,Sandbox Retail Distribution,"Xiamen, China factory zone","Xiamen, China",YANTIAN,"Lázaro Cárdenas, México",ONEYTT26000077,2,40 DRY,ONEU2600778; ONEU2610776,Textile rolls and accessories,2026-05-01T09:00:00-06:00,2026-05-09T18:00:00-06:00,2026-06-07T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,78,ONE-TT-0078,,,"EMAIL | ONE-TT-0078 | ONEYTT26000078 | Ningbo, China",2026-04-29T08:38:30-06:00,booking@eastline-tools.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000078 - 3x 40 HC from Ningbo, China","Ningbo Eastline Tools Co., Ltd.",booking@eastline-tools.cn,Sandbox Industrial Supplies,"Ningbo, China factory zone","Ningbo, China",NINGBO,PUERTO QUETZAL,ONEYTT26000078,3,40 HC,ONEU2600783; ONEU2610781; ONEU2620780,Plastic household articles,2026-05-02T09:00:00-06:00,2026-05-10T18:00:00-06:00,2026-06-03T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,79,ONE-TT-0079,,,"EMAIL | ONE-TT-0079 | ONEYTT26000079 | Ningbo, China",2026-04-29T08:39:00-06:00,export@brighttoys-shantou.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000079 - 4x 40 HC from Ningbo, China",Shantou Bright Toys Manufacturing,export@brighttoys-shantou.cn,Sandbox Customer Guatemala,"Ningbo, China factory zone","Ningbo, China",NINGBO,"MANZANILLO, MEXICO",ONEYTT26000079,4,40 HC,ONEU2600799; ONEU2610797; ONEU2620795; ONEU2630793,"Furniture parts, KD packed",2026-05-03T09:00:00-06:00,2026-05-11T18:00:00-06:00,2026-06-05T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,80,ONE-TT-0080,,,"EMAIL | ONE-TT-0080 | ONEYTT26000080 | Shekou, China",2026-04-29T08:39:30-06:00,logistics@primetextile-suzhou.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000080 - 5x 20GP from Shekou, China",Suzhou Prime Textile Group,logistics@primetextile-suzhou.cn,Sandbox Customer Mexico,"Shekou, China factory zone","Shekou, China",SHEKOU,PUERTO QUETZAL,ONEYTT26000080,5,20GP,ONEU2600802; ONEU2610800; ONEU2620809; ONEU2630807; ONEU2640805,Machinery spare parts,2026-05-04T09:00:00-06:00,2026-05-12T18:00:00-06:00,2026-06-07T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,81,ONE-TT-0081,,,"EMAIL | ONE-TT-0081 | ONEYTT26000081 | Yantian, China",2026-04-29T08:40:00-06:00,exports@ningbo-harbor-parts.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000081 - 1x 20GP from Yantian, China","Ningbo Harbor Precision Parts Co., Ltd.",exports@ningbo-harbor-parts.cn,Sandbox Customer El Salvador,"Yantian, China factory zone","Yantian, China",YANTIAN,"VERACRUZ, MEXICO",ONEYTT26000081,1,20GP,ONEU2600818,"Auto spare parts, non-hazardous",2026-05-05T09:00:00-06:00,2026-05-04T18:00:00-06:00,2026-05-31T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,82,ONE-TT-0082,,,"EMAIL | ONE-TT-0082 | ONEYTT26000082 | Qingdao, China",2026-04-29T08:40:30-06:00,shipping@apexhome-shenzhen.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000082 - 2x 40 DRY from Qingdao, China",Shenzhen Apex Home Products Ltd.,shipping@apexhome-shenzhen.cn,Sandbox Automotive Imports,"Qingdao, China factory zone","Qingdao, China",QINGDAO,PUERTO SANTO TOMÁS DE CASTILLA,ONEYTT26000082,2,40 DRY,ONEU2600823; ONEU2610821,Household goods and retail fixtures,2026-05-06T09:00:00-06:00,2026-05-05T18:00:00-06:00,2026-06-02T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,83,ONE-TT-0083,,,"EMAIL | ONE-TT-0083 | ONEYTT26000083 | Xiamen, China",2026-04-29T08:41:00-06:00,logistics@sunrise-machinery.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000083 - 3x 40 DRY from Xiamen, China","Qingdao Sunrise Machinery Co., Ltd.",logistics@sunrise-machinery.cn,Sandbox Retail Distribution,"Xiamen, China factory zone","Xiamen, China",YANTIAN,"Lázaro Cárdenas, México",ONEYTT26000083,3,40 DRY,ONEU2600839; ONEU2610837; ONEU2620835,Ceramic tiles and sanitary ware,2026-05-07T09:00:00-06:00,2026-05-06T18:00:00-06:00,2026-06-04T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,84,ONE-TT-0084,,,"EMAIL | ONE-TT-0084 | ONEYTT26000084 | Ningbo, China",2026-04-29T08:41:30-06:00,docs@blueocean-ceramics.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000084 - 4x 40 HC from Ningbo, China",Xiamen Blue Ocean Ceramics Ltd.,docs@blueocean-ceramics.cn,Sandbox Industrial Supplies,"Ningbo, China factory zone","Ningbo, China",NINGBO,PUERTO QUETZAL,ONEYTT26000084,4,40 HC,ONEU2600844; ONEU2610842; ONEU2620840; ONEU2630849,LED lighting components,2026-05-01T09:00:00-06:00,2026-05-07T18:00:00-06:00,2026-05-31T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,85,ONE-TT-0085,,,"EMAIL | ONE-TT-0085 | ONEYTT26000085 | Ningbo, China",2026-04-29T08:42:00-06:00,export.ops@yantian-electronics.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000085 - 5x 40 HC from Ningbo, China","Yantian Global Electronics Co., Ltd.",export.ops@yantian-electronics.cn,Sandbox Customer Guatemala,"Ningbo, China factory zone","Ningbo, China",NINGBO,"MANZANILLO, MEXICO",ONEYTT26000085,5,40 HC,ONEU2600850; ONEU2610858; ONEU2620856; ONEU2630854; ONEU2640852,Textile rolls and accessories,2026-05-02T09:00:00-06:00,2026-05-08T18:00:00-06:00,2026-06-02T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,86,ONE-TT-0086,,,"EMAIL | ONE-TT-0086 | ONEYTT26000086 | Shekou, China",2026-04-29T08:42:30-06:00,salesops@meridian-foshan.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000086 - 1x 20GP from Shekou, China",Foshan Meridian Furniture Manufacturing,salesops@meridian-foshan.cn,Sandbox Customer Mexico,"Shekou, China factory zone","Shekou, China",SHEKOU,PUERTO QUETZAL,ONEYTT26000086,1,20GP,ONEU2600865,Plastic household articles,2026-05-03T09:00:00-06:00,2026-05-09T18:00:00-06:00,2026-06-04T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,87,ONE-TT-0087,,,"EMAIL | ONE-TT-0087 | ONEYTT26000087 | Yantian, China",2026-04-29T08:43:00-06:00,shipment@pearl-lighting.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000087 - 2x 20GP from Yantian, China",Guangzhou Pearl Lighting Factory,shipment@pearl-lighting.cn,Sandbox Customer El Salvador,"Yantian, China factory zone","Yantian, China",YANTIAN,"VERACRUZ, MEXICO",ONEYTT26000087,2,20GP,ONEU2600870; ONEU2610879,"Furniture parts, KD packed",2026-05-04T09:00:00-06:00,2026-05-10T18:00:00-06:00,2026-06-06T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,88,ONE-TT-0088,,,"EMAIL | ONE-TT-0088 | ONEYTT26000088 | Qingdao, China",2026-04-29T08:43:30-06:00,booking@eastline-tools.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000088 - 3x 40 DRY from Qingdao, China","Ningbo Eastline Tools Co., Ltd.",booking@eastline-tools.cn,Sandbox Automotive Imports,"Qingdao, China factory zone","Qingdao, China",QINGDAO,PUERTO SANTO TOMÁS DE CASTILLA,ONEYTT26000088,3,40 DRY,ONEU2600886; ONEU2610884; ONEU2620882,Machinery spare parts,2026-05-05T09:00:00-06:00,2026-05-11T18:00:00-06:00,2026-06-08T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,89,ONE-TT-0089,,,"EMAIL | ONE-TT-0089 | ONEYTT26000089 | Xiamen, China",2026-04-29T08:44:00-06:00,export@brighttoys-shantou.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000089 - 4x 40 DRY from Xiamen, China",Shantou Bright Toys Manufacturing,export@brighttoys-shantou.cn,Sandbox Retail Distribution,"Xiamen, China factory zone","Xiamen, China",YANTIAN,"Lázaro Cárdenas, México",ONEYTT26000089,4,40 DRY,ONEU2600891; ONEU2610890; ONEU2620898; ONEU2630896,"Auto spare parts, non-hazardous",2026-05-06T09:00:00-06:00,2026-05-12T18:00:00-06:00,2026-06-10T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,90,ONE-TT-0090,,,"EMAIL | ONE-TT-0090 | ONEYTT26000090 | Ningbo, China",2026-04-29T08:44:30-06:00,logistics@primetextile-suzhou.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000090 - 5x 20GP from Ningbo, China",Suzhou Prime Textile Group,logistics@primetextile-suzhou.cn,Sandbox Industrial Supplies,"Ningbo, China factory zone","Ningbo, China",NINGBO,PUERTO QUETZAL,ONEYTT26000090,5,20GP,ONEU2600905; ONEU2610903; ONEU2620901; ONEU2630900; ONEU2640908,Household goods and retail fixtures,2026-05-07T09:00:00-06:00,2026-05-04T18:00:00-06:00,2026-05-28T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,91,ONE-TT-0091,,,"EMAIL | ONE-TT-0091 | ONEYTT26000091 | Ningbo, China",2026-04-29T08:45:00-06:00,exports@ningbo-harbor-parts.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000091 - 1x 20GP from Ningbo, China","Ningbo Harbor Precision Parts Co., Ltd.",exports@ningbo-harbor-parts.cn,Sandbox Customer Guatemala,"Ningbo, China factory zone","Ningbo, China",NINGBO,"MANZANILLO, MEXICO",ONEYTT26000091,1,20GP,ONEU2600910,Ceramic tiles and sanitary ware,2026-05-01T09:00:00-06:00,2026-05-05T18:00:00-06:00,2026-05-30T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,92,ONE-TT-0092,,,"EMAIL | ONE-TT-0092 | ONEYTT26000092 | Shekou, China",2026-04-29T08:45:30-06:00,shipping@apexhome-shenzhen.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000092 - 2x 40 DRY from Shekou, China",Shenzhen Apex Home Products Ltd.,shipping@apexhome-shenzhen.cn,Sandbox Customer Mexico,"Shekou, China factory zone","Shekou, China",SHEKOU,PUERTO QUETZAL,ONEYTT26000092,2,40 DRY,ONEU2600926; ONEU2610924,LED lighting components,2026-05-02T09:00:00-06:00,2026-05-06T18:00:00-06:00,2026-06-01T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,93,ONE-TT-0093,,,"EMAIL | ONE-TT-0093 | ONEYTT26000093 | Yantian, China",2026-04-29T08:46:00-06:00,logistics@sunrise-machinery.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000093 - 3x 40 HC from Yantian, China","Qingdao Sunrise Machinery Co., Ltd.",logistics@sunrise-machinery.cn,Sandbox Customer El Salvador,"Yantian, China factory zone","Yantian, China",YANTIAN,"VERACRUZ, MEXICO",ONEYTT26000093,3,40 HC,ONEU2600931; ONEU2610930; ONEU2620938,Textile rolls and accessories,2026-05-03T09:00:00-06:00,2026-05-07T18:00:00-06:00,2026-06-03T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,94,ONE-TT-0094,,,"EMAIL | ONE-TT-0094 | ONEYTT26000094 | Qingdao, China",2026-04-29T08:46:30-06:00,docs@blueocean-ceramics.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000094 - 4x 40 HC from Qingdao, China",Xiamen Blue Ocean Ceramics Ltd.,docs@blueocean-ceramics.cn,Sandbox Automotive Imports,"Qingdao, China factory zone","Qingdao, China",QINGDAO,PUERTO SANTO TOMÁS DE CASTILLA,ONEYTT26000094,4,40 HC,ONEU2600947; ONEU2610945; ONEU2620943; ONEU2630941,Plastic household articles,2026-05-04T09:00:00-06:00,2026-05-08T18:00:00-06:00,2026-06-05T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,95,ONE-TT-0095,,,"EMAIL | ONE-TT-0095 | ONEYTT26000095 | Xiamen, China",2026-04-29T08:47:00-06:00,export.ops@yantian-electronics.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000095 - 5x 40 DRY from Xiamen, China","Yantian Global Electronics Co., Ltd.",export.ops@yantian-electronics.cn,Sandbox Retail Distribution,"Xiamen, China factory zone","Xiamen, China",YANTIAN,"Lázaro Cárdenas, México",ONEYTT26000095,5,40 DRY,ONEU2600952; ONEU2610950; ONEU2620959; ONEU2630957; ONEU2640955,"Furniture parts, KD packed",2026-05-05T09:00:00-06:00,2026-05-09T18:00:00-06:00,2026-06-07T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,96,ONE-TT-0096,,,"EMAIL | ONE-TT-0096 | ONEYTT26000096 | Ningbo, China",2026-04-29T08:47:30-06:00,salesops@meridian-foshan.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000096 - 1x 20GP from Ningbo, China",Foshan Meridian Furniture Manufacturing,salesops@meridian-foshan.cn,Sandbox Industrial Supplies,"Ningbo, China factory zone","Ningbo, China",NINGBO,PUERTO QUETZAL,ONEYTT26000096,1,20GP,ONEU2600968,Machinery spare parts,2026-05-06T09:00:00-06:00,2026-05-10T18:00:00-06:00,2026-06-03T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,97,ONE-TT-0097,,,"EMAIL | ONE-TT-0097 | ONEYTT26000097 | Ningbo, China",2026-04-29T08:48:00-06:00,shipment@pearl-lighting.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000097 - 2x 40 DRY from Ningbo, China",Guangzhou Pearl Lighting Factory,shipment@pearl-lighting.cn,Sandbox Customer Guatemala,"Ningbo, China factory zone","Ningbo, China",NINGBO,"MANZANILLO, MEXICO",ONEYTT26000097,2,40 DRY,ONEU2600973; ONEU2610971,"Auto spare parts, non-hazardous",2026-05-07T09:00:00-06:00,2026-05-11T18:00:00-06:00,2026-06-05T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,98,ONE-TT-0098,,,"EMAIL | ONE-TT-0098 | ONEYTT26000098 | Shekou, China",2026-04-29T08:48:30-06:00,booking@eastline-tools.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000098 - 3x 20GP from Shekou, China","Ningbo Eastline Tools Co., Ltd.",booking@eastline-tools.cn,Sandbox Customer Mexico,"Shekou, China factory zone","Shekou, China",SHEKOU,PUERTO QUETZAL,ONEYTT26000098,3,20GP,ONEU2600989; ONEU2610987; ONEU2620985,Household goods and retail fixtures,2026-05-01T09:00:00-06:00,2026-05-12T18:00:00-06:00,2026-06-07T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,99,ONE-TT-0099,,,"EMAIL | ONE-TT-0099 | ONEYTT26000099 | Yantian, China",2026-04-29T08:49:00-06:00,export@brighttoys-shantou.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000099 - 4x 40 DRY from Yantian, China",Shantou Bright Toys Manufacturing,export@brighttoys-shantou.cn,Sandbox Customer El Salvador,"Yantian, China factory zone","Yantian, China",YANTIAN,"VERACRUZ, MEXICO",ONEYTT26000099,4,40 DRY,ONEU2600994; ONEU2610992; ONEU2620990; ONEU2630999,Ceramic tiles and sanitary ware,2026-05-02T09:00:00-06:00,2026-05-04T18:00:00-06:00,2026-05-31T18:00:00-06:00,Booking por Confirmar,dry-run,
ONE-EMAIL-SEED-20260429080000,901712832326,100,ONE-TT-0100,,,"EMAIL | ONE-TT-0100 | ONEYTT26000100 | Qingdao, China",2026-04-29T08:49:30-06:00,logistics@primetextile-suzhou.cn,sandbox-shipments@mtm-logistics.test,"New ONE shipment request - ONEYTT26000100 - 5x 40 HC from Qingdao, China",Suzhou Prime Textile Group,logistics@primetextile-suzhou.cn,Sandbox Automotive Imports,"Qingdao, China factory zone","Qingdao, China",QINGDAO,PUERTO SANTO TOMÁS DE CASTILLA,ONEYTT26000100,5,40 HC,ONEU2601007; ONEU2611005; ONEU2621003; ONEU2631001; ONEU2641000,LED lighting components,2026-05-03T09:00:00-06:00,2026-05-05T18:00:00-06:00,2026-06-02T18:00:00-06:00,Booking por Confirmar,dry-run,
